Customer Name,Customer_Address,Company Name,Claim Reason,Data confidentiality,Claim Amount,Category Premium,Premium Ratio,Claim Request output,BMI,Churn
Amanda Bailey,"48872 Powell Shoal,Howardville, NM 90176",Joseph-Clark,Other,Very low,43,399,0.107769424,No,23,Yes
Jeffrey Newman,"5730 Kent Islands,Daniellemouth, ID 62823","James, Johnson and Lane",Medical,High,1533,14390,0.106532314,No,21,Yes
Luis King,"711 Richard Expressway,New Jacob, KS 43603",Ellis Inc,Medical,High,2258,14390,0.156914524,No,24,Yes
Debra Coleman,"10196 Miller Place Apt. 289,Nancymouth, MT 83051","Rivera, Erickson and Perry",Phone,Medium,245,1875,0.130666667,No,27,No
Nancy Robinson,"5350 Mendoza Plains,Fieldstown, MA 42681","Smith, Thomas and Kane",Medical,High,1845,14390,0.128214038,No,24,Yes
Haley Lewis,"4456 Kimberly Haven,Priceburgh, WY 95669","Gardner, Diaz and Mejia",Medical,High,2046,14390,0.142182071,No,24,Yes
Heather Strickland,"0258 Mary Islands Apt. 116,West Juliehaven, MD 96373",Chapman Group,Other,Very low,41,399,0.102756892,No,18,Yes
Jill Jones,"446 Matthew Groves Apt. 956,South Dustintown, KY 05275",Brown Inc,Phone,Medium,235,1875,0.125333333,No,24,Yes
Kirsten Crane,"8357 David Underpass Apt. 417,Kellyville, LA 36563",Foster-Bird,Medical,High,1826,14390,0.126893676,No,27,No
Richard Stafford Jr.,"128 Mendoza Lock,Kurtfort, HI 14121","Thompson, Nguyen and Morrow",Medical,High,1532,14390,0.106462821,No,27,No
Lance Beard,"USNV Thornton,FPO AP 90596",Hunt-Terrell,Medical,High,2044,14390,0.142043085,No,23,Yes
Amy Becker,"260 Haynes Burg Apt. 443,Williamhaven, MD 19892",Michael-Farmer,Travel,Low,423,4794,0.088235294,No,19,Yes
Deborah Johnson,"1739 Patrick Islands,Lovetown, CO 04628",Williams-Anderson,Medical,High,1445,14390,0.100416956,No,18,Yes
Matthew Caldwell,"4775 Andrews Oval Suite 939,West Jay, VT 59167",Cook-Smith,Medical,High,1425,14390,0.099027102,No,22,Yes
Sharon Carson,"73524 Alicia Freeway Suite 831,New Michelle, NE 52277","Graves, Ford and Harris",Phone,Medium,237,1875,0.1264,No,27,No
Jonathon Martin,"936 Reynolds Squares Suite 213,Tylerport, TX 97291",Williams-Scott,Medical,High,2184,14390,0.151772064,No,21,Yes
Benjamin Kennedy,"42407 Mary Crossing Suite 335,Elizabethshire, CO 46283",Jones-Figueroa,Medical,High,1968,14390,0.13676164,No,21,Yes
Sandra Vincent,"154 Jocelyn Hill Apt. 148,Aaronbury, TN 44130",Walters Group,Medical,High,1663,14390,0.115566366,No,23,Yes
Michael Watson,"64111 Kayla Meadows Suite 411,Aaronfurt, NY 43427","Mcclain, Bond and Marshall",Phone,Medium,227,1875,0.121066667,No,27,No
Tyrone Daniels,"52854 Taylor Streets,East Nathan, AR 02232",Jones PLC,Medical,High,1578,14390,0.109659486,No,28,No
Jessica Mcpherson,"111 Miranda Extensions Apt. 923,Bullockhaven, NE 03514",Knox Inc,Phone,Medium,247,1875,0.131733333,No,18,Yes
Zachary Williams,"85502 Patel Cliffs Apt. 172,Jamesport, TN 13239","Thompson, Hunt and Molina",Other,Very low,60,399,0.15037594,No,28,No
Scott Matthews,"568 Jimenez Landing Suite 603,East Marialand, DE 02787",Chandler-Mcdowell,Medical,High,1376,14390,0.09562196,No,26,No
Jonathan Jones,"143 Anna Plains,Lake Austinville, UT 53309",Arias-Allen,Medical,High,1973,14390,0.137109104,No,28,No
Andrew Jones,"02620 Rodriguez Heights Suite 839,East Jerry, MO 97207",Ryan Inc,Phone,Medium,247,1875,0.131733333,No,25,No
Elaine Gordon,"2526 Donna Green,East Emilyport, IL 04159",Moran and Sons,Medical,High,1694,14390,0.117720639,No,23,Yes
Christopher Parker,"2188 Miller Ways Suite 945,Ronnieview, SD 60329",Robinson Inc,Other,Very low,79,399,0.197994987,No,18,Yes
Angela Acevedo,"68525 Amanda Parkways,Port Derek, CA 10722",Miranda Inc,Travel,Low,451,4794,0.094075928,No,27,No
David Lowe,"66257 Suarez Meadow Apt. 204,Rachaeltown, NJ 29795",Walsh and Sons,Medical,High,1732,14390,0.120361362,No,18,Yes
Richard Hernandez,"883 Christopher Underpass,Lake Stevenmouth, NH 55098","Brown, Reid and Lopez",Medical,High,2096,14390,0.145656706,No,24,Yes
Amanda Miller,"7549 Martin Road,Michaelport, TX 17796",Johnson Group,Phone,Medium,208,1875,0.110933333,No,22,Yes
Connor Brown,"PSC 5595, Box 1649,APO AA 89999","Cunningham, Thomas and Steele",Medical,High,1854,14390,0.128839472,No,18,Yes
Dr. Steven Mendoza,"4138 Wright Spur,Lake Eric, CA 23459",Guerra-Barrera,Other,Very low,7,399,0.01754386,Yes,23,Yes
Doris Robertson,"5393 Stephanie Heights Suite 993,Lake Michaelshire, TX 29462",Rogers and Sons,Medical,High,1472,14390,0.102293259,No,28,No
Brandon Farmer,"78630 Rogers Oval Suite 248,Reneeburgh, SC 26397",Becker PLC,Medical,High,1767,14390,0.122793607,No,18,Yes
Tracy Collins,"3710 Michael Keys,New Johnchester, LA 44061","Aguirre, Turner and Collins",Medical,High,1755,14390,0.121959694,No,25,No
Kimberly Sosa,"0063 Timothy Mountains,South Susan, TN 27143",Harris-Bowen,Travel,Low,784,4794,0.163537756,No,26,No
Tammy Clark,"27273 Elizabeth Gardens,Clarkville, IL 09344",Fox Group,Medical,High,1741,14390,0.120986796,No,20,Yes
Benjamin Miller,"13269 Davis Crossroad Suite 713,South Hector, TN 98413","Schroeder, Copeland and Simmons",Phone,Medium,215,1875,0.114666667,No,22,Yes
Steven Knox DVM,"2868 Paul Center,Lauraburgh, GA 26230",Marshall and Sons,Medical,High,1669,14390,0.115983322,No,28,No
Emily Santiago,"9565 Harris Valleys Apt. 080,Lake Kaylaport, VT 22906",Thomas LLC,Medical,High,1752,14390,0.121751216,No,24,Yes
Amy Humphrey,"75391 Natalie Gardens,Benjaminfurt, VA 26514",Torres-Goodman,Phone,Medium,202,1875,0.107733333,No,22,Yes
Cynthia Bennett,"15212 Kathryn Manor,Kimberlyburgh, IA 72954",Navarro Inc,Travel,Low,597,4794,0.124530663,No,21,Yes
Oscar Morgan,"PSC 5432, Box 3375,APO AE 39053",Mccarty-Navarro,Medical,High,1941,14390,0.134885337,No,22,Yes
Anthony Monroe,"PSC 2135, Box 6485,APO AA 22820",Sparks Ltd,Medical,High,1687,14390,0.11723419,No,20,Yes
Robert Ortiz,"8426 Joanna Junctions,Sharonland, LA 83143","Daniel, Matthews and Murphy",Medical,High,1491,14390,0.103613621,No,26,No
Joseph Hess,"0093 Munoz Crossroad Apt. 618,Port Ashley, WY 07743",Moore and Sons,Travel,Low,807,4794,0.168335419,No,25,No
Glen Boyd,"1070 Nash Cape,East William, WI 78317","Fisher, Wheeler and Mcdonald",Medical,High,1635,14390,0.11362057,No,27,No
Nicholas Brown,"841 Matthew Views,Wilsonfurt, NJ 48564",Huffman Group,Medical,High,1991,14390,0.138359972,No,23,Yes
Dr. Kendra Ferrell,"USNV Marks,FPO AA 05341",Jones-Sandoval,Phone,Medium,213,1875,0.1136,No,24,Yes
Eric Roman,"512 King Island Apt. 141,North Brian, ID 29796",Smith-Camacho,Travel,Low,847,4794,0.176679182,No,24,Yes
Stephen Ibarra,"489 Colon Alley,South Kellyburgh, IN 29259",Mooney Group,Travel,Low,351,4794,0.073216521,No,23,Yes
Julia Romero,"97398 Frederick Mountain,Lake Gregoryside, UT 40555",Leon Ltd,Medical,High,1346,14390,0.093537179,No,23,Yes
Allen Rivera,"52292 Campbell Garden Suite 012,East Joel, VT 63059",Carr Inc,Medical,High,1367,14390,0.094996525,No,27,No
Gail Carrillo,"PSC 9415, Box 3136,APO AP 39608",Sanders-Craig,Medical,High,2125,14390,0.147671994,No,27,No
Martin Cline,"558 Alicia Ford Apt. 675,West Nathanchester, GA 44691",Coleman Inc,Other,Very low,56,399,0.140350877,No,23,Yes
Ricardo Cooper,"8568 Diana Road,Gracestad, NC 88729",Fox LLC,Medical,High,1711,14390,0.118902015,No,28,No
Jennifer Santana,"68328 Brendan Shore Suite 979,North Emily, TX 02026",Miller Group,Phone,Medium,265,1875,0.141333333,No,25,No
Candice Berg,"275 Daniel Glens Suite 900,North Savannah, GA 17515",Hunter Ltd,Medical,High,1429,14390,0.099305073,No,21,Yes
Rachel Dickerson,"415 Annette Walk,Wademouth, MT 49613","Bartlett, Smith and Lewis",Medical,High,1723,14390,0.119735928,No,28,No
Trevor Morris,"0992 Eugene Island,Fisherville, RI 86888",Garcia Group,Other,Very low,33,399,0.082706767,No,20,Yes
Angel Jordan,"5583 Carroll Parkway Apt. 348,New Robert, NH 01059",Holt-Calhoun,Phone,Medium,239,1875,0.127466667,No,28,No
Jessica Stanley,"442 Caldwell Ranch Suite 082,West Savannahmouth, ND 77002",Kent-Pope,Medical,High,2280,14390,0.158443363,No,20,Yes
Dr. Arthur Morris MD,"PSC 5319, Box 9978,APO AP 39805","Schaefer, Jones and Peterson",Travel,Low,338,4794,0.070504798,No,25,No
Jay Woodward,"669 Sanchez Knoll Apt. 028,West Mariestad, HI 57551",Evans-White,Phone,Medium,215,1875,0.114666667,No,23,Yes
Charles Baldwin,"Unit 2626 Box 8904,DPO AE 54517","Escobar, Rodriguez and Cooper",Medical,High,1703,14390,0.118346074,No,28,No
Heather Huerta,"84064 Kenneth Lock,South Justin, LA 08041",Bennett-Byrd,Other,Very low,88,399,0.220551378,No,27,No
Cesar Torres,"PSC 4283, Box 2331,APO AA 82789","Lindsey, Hansen and May",Medical,High,1812,14390,0.125920778,No,18,Yes
Kent Anderson,"1618 Matthew Canyon,Josephbury, NC 21217",Watson-Crawford,Medical,High,1383,14390,0.096108409,No,21,Yes
Jack Johnson,"Unit 2774 Box 7152,DPO AE 59114","Jackson, Fischer and Washington",Phone,Medium,208,1875,0.110933333,No,24,Yes
Carla Hines,"50795 Aaron Plaza Apt. 744,Freemanton, CA 48273",Ellis and Sons,Medical,High,2161,14390,0.150173732,No,27,No
Martin Jones,"2065 Jose Trace,West Josephfort, MA 36288","Nguyen, Booker and Briggs",Medical,High,1387,14390,0.096386379,No,21,Yes
Melissa Garcia,"8278 Taylor Loop,Torrestown, UT 20695","Griffin, Young and Johnson",Other,Very low,66,399,0.165413534,No,23,Yes
John Aguirre,"385 Deborah Flats,New Raymond, TX 75904",Wheeler Group,Phone,Medium,244,1875,0.130133333,No,26,No
David Phillips,"442 Hall Drive,Kimview, AK 34230",Greene Ltd,Other,Very low,47,399,0.117794486,No,19,Yes
Kylie Foster,"588 Jackson Locks Apt. 880,South Stephanie, PA 34786",Peterson and Sons,Medical,High,1406,14390,0.097706741,No,18,Yes
Nathaniel Hoffman III,"840 Guzman Spurs Suite 756,New Daniel, TX 84971",Torres Group,Medical,High,1813,14390,0.125990271,No,28,No
Jacqueline Carlson,"268 Virginia Via Suite 683,Alexanderberg, NM 14608","Stevens, Wilson and Cook",Phone,Medium,205,1875,0.109333333,No,20,Yes
Clifford Lawson,"85143 Stephanie Course Apt. 326,Nielsenshire, DC 05668",Hammond-Brady,Medical,High,1776,14390,0.123419041,No,19,Yes
Vincent Glenn,"7812 Hawkins Keys,North Jacquelinefurt, LA 67192",Hodges Inc,Medical,High,1992,14390,0.138429465,No,22,Yes
Roy Dawson,"666 Sullivan Village,West Nancy, SD 28250",Riley-Pierce,Phone,Medium,235,1875,0.125333333,No,22,Yes
Holly Shepard,"075 Reynolds Neck Apt. 240,Port Josephburgh, FL 94893","Williams, Perez and Mann",Other,Very low,38,399,0.095238095,No,26,No
Patricia Camacho,"0548 Joel Dale Suite 510,New Sherri, MI 57032","Reed, Clark and Solomon",Travel,Low,710,4794,0.148101794,No,20,Yes
Brandon White,"5862 Melissa Trail,Nataliemouth, ND 14519",Ross-Cohen,Medical,High,2094,14390,0.145517721,No,18,Yes
Chris Miller,"USNV Vazquez,FPO AA 04210",Aguirre-Anderson,Medical,High,1622,14390,0.112717165,No,20,Yes
David Burton,"5180 Samuel Road,Graybury, MD 33581",Hunt-Johnson,Medical,High,2009,14390,0.139610841,No,22,Yes
Deborah Lawrence,"52043 Campbell Ville,Kimberlymouth, VA 94075",Roth and Sons,Medical,High,1956,14390,0.135927728,No,20,Yes
Ashlee Duarte,"PSC 4063, Box 4110,APO AE 44083","Hernandez, Miller and Strickland",Other,Very low,64,399,0.160401003,No,19,Yes
Shelby Hernandez,"776 Greene Walk,Margaretview, MA 25205",Hamilton-Garcia,Medical,High,1303,14390,0.090548992,No,27,No
Kenneth Rivera,"49299 Jonathan Islands,South Riley, FL 22776",Williams-Martin,Phone,Medium,250,1875,0.133333333,No,19,Yes
Laura Reynolds,"206 Davenport Place Apt. 032,East Christopherstad, IN 13080","Lee, Dalton and Andrews",Medical,High,1546,14390,0.107435719,No,20,Yes
Stephanie Gordon,"11645 Hernandez Union,Port Robert, PA 54090",Johnston-Anderson,Other,Very low,43,399,0.107769424,No,24,Yes
Ralph Griffith,"0891 Emily Ville Suite 527,Johnsonburgh, CO 38167","Chandler, Carney and Sharp",Phone,Medium,219,1875,0.1168,No,26,No
Erica Watkins,"005 Smith Fort,Chadstad, WA 68997","Campos, Cole and Berry",Medical,High,1887,14390,0.131132731,No,18,Yes
Earl Cook,"091 Eric Cape Apt. 955,New Alan, KS 51663",Evans Inc,Medical,High,2279,14390,0.158373871,No,18,Yes
Veronica Castillo,"USNV Perez,FPO AE 74585",Clarke-Rodriguez,Medical,High,1712,14390,0.118971508,No,21,Yes
Joseph Johnson,"2772 Anthony Unions,East Danielle, WA 95849","Wong, Garcia and Stewart",Medical,High,1744,14390,0.121195274,No,22,Yes
Lori Hanson,"164 Nancy Trace Apt. 620,Port Bradley, CT 95757","Baker, Davis and Robertson",Medical,High,1574,14390,0.109381515,No,24,Yes
Tyler Chase,"312 Carlos Stream,South Jennifermouth, IA 52706",Moyer-Ewing,Medical,High,1398,14390,0.097150799,No,20,Yes
Jesse Shaw,"7400 Alexander Glens Apt. 910,East Randyview, NJ 07509",Howard-White,Medical,High,1969,14390,0.136831133,No,23,Yes
Christopher Stokes,"920 Jason Overpass,South Kirk, CT 85100","Dunn, Nguyen and Spears",Travel,Low,556,4794,0.115978306,No,18,Yes
Amy Hughes,"53995 John Trafficway,Lake Amber, WY 32601",Clark Inc,Medical,High,1306,14390,0.09075747,No,26,No
Melissa Brown,"USCGC Stone,FPO AE 29092","Sanders, Vargas and Castillo",Medical,High,1702,14390,0.118276581,No,26,No
Crystal Bean,"Unit 5226 Box 4145,DPO AA 12467","Mitchell, Wise and Campbell",Medical,High,1391,14390,0.09666435,No,19,Yes
Alan Maynard,"432 Lisa Shoals Suite 742,East Alexanderborough, VA 67576",Parker-Soto,Phone,Medium,213,1875,0.1136,No,23,Yes
Amanda Jones,"742 Cooper Knoll,Williamsberg, OH 20069","Ford, Smith and Roberts",Medical,High,2194,14390,0.152466991,No,28,No
Michael Miller MD,"172 Larsen Ferry Apt. 820,Alanstad, VT 41454","Randolph, Mack and Robertson",Medical,High,2080,14390,0.144544823,No,20,Yes
Peter Jensen,"USNS Stevens,FPO AA 34201",Todd-Lee,Phone,Medium,217,1875,0.115733333,No,21,Yes
Richard Lara,"6135 Chad Drive,South Mary, SD 60708",Tucker-Reed,Medical,High,1533,14390,0.106532314,No,20,Yes
Matthew Lopez,"469 Joshua Row Suite 053,Marcuston, VT 20877",Estrada-Hood,Other,Very low,37,399,0.09273183,No,25,No
Melissa Mcdowell,"74334 Brett Square,Simston, PA 30801","Chandler, Fields and Porter",Medical,High,1911,14390,0.132800556,No,28,No
Dawn Moreno,"3175 Nguyen Hill Apt. 150,Ayalaport, AR 08838",Hernandez-Glover,Medical,High,1900,14390,0.132036136,No,21,Yes
Collin Bowman,"78955 Jason Circles Suite 520,Emilyfort, WI 42328",Moore and Sons,Travel,Low,632,4794,0.131831456,No,19,Yes
Shannon Rodriguez,"99206 Allen Fork,New Wendychester, PA 18617",Schultz Ltd,Other,Very low,29,399,0.072681704,No,20,Yes
Mr. Edward Wagner,"879 Hill Plaza,Lake Katie, SC 96026",Ramirez PLC,Medical,High,1624,14390,0.11285615,No,25,No
Scott Smith,"5271 Anthony Glen Apt. 846,West John, OK 53286",Sellers and Sons,Phone,Medium,261,1875,0.1392,No,24,Yes
Benjamin Cooper,"489 Garza Well Suite 174,Muellermouth, TN 10655",Roberts-Cummings,Phone,Medium,202,1875,0.107733333,No,23,Yes
Rebecca Brown,"971 Bowen Points Suite 096,Coxstad, OR 33722","Sullivan, Simmons and Mckee",Other,Very low,84,399,0.210526316,No,24,Yes
Jason Washington,"Unit 9517 Box 2023,DPO AP 69620",Hurley-Weaver,Phone,Medium,245,1875,0.130666667,No,24,Yes
Amanda Charles,"9752 Scott Views Suite 804,Greenshire, KS 61910",Johnson-Hancock,Medical,High,1756,14390,0.122029187,No,19,Yes
Stephanie Jones,"74516 Perry Causeway,East Andrea, AZ 95448",Hill-Davidson,Phone,Medium,225,1875,0.12,No,25,No
David Harding,"9725 Frazier Square Apt. 068,Brendaburgh, ME 61682",Norris-Turner,Other,Very low,14,399,0.035087719,Yes,26,No
Christopher Boone,"98571 Cobb Island,Wilsonstad, AL 48247",Roy PLC,Other,Very low,58,399,0.145363409,No,18,Yes
Michael Wright,"99609 Mcmahon Ridges,East Tracey, MD 61965",Miller-Taylor,Medical,High,1781,14390,0.123766505,No,27,No
Mark Jones,"2254 Chad Knoll,Robertfurt, TN 07326",Allen PLC,Medical,High,1345,14390,0.093467686,No,24,Yes
Tiffany Stephenson,"63784 Murphy Trafficway,Melissabury, KS 84357",Hughes LLC,Medical,High,1591,14390,0.110562891,No,20,Yes
Mr. Jonathan Guzman DDS,"473 Andrews Mountains,Sylviaview, IN 16965",Edwards PLC,Medical,High,1338,14390,0.092981237,No,18,Yes
Trevor Kim,"PSC 2736, Box 4252,APO AA 28524",Douglas-Waller,Travel,Low,741,4794,0.15456821,No,28,No
Stephanie Glover,"271 Moore Corner,West Saratown, IN 72331","Weiss, Martinez and Petty",Medical,High,2261,14390,0.157123002,No,28,No
Zachary Levy,"194 Gonzalez Throughway,Youngland, AK 79686",Olsen-Murphy,Medical,High,2179,14390,0.1514246,No,23,Yes
Madison Butler,"3713 Jacob Views Suite 599,Jenkinsmouth, UT 48400",Bennett-Velazquez,Travel,Low,414,4794,0.086357947,No,23,Yes
Brian Kim,"4921 Michael Plaza Apt. 128,Millerburgh, WA 09335","Garrison, Ross and Kaiser",Medical,High,1966,14390,0.136622655,No,28,No
Kimberly Montoya,"1491 William Prairie,Danielland, NM 60361","Noble, Gutierrez and Gross",Medical,High,1505,14390,0.104586518,No,20,Yes
Phillip Wood,"1690 Miranda Meadows,North Seanchester, OK 89652",Herring and Sons,Medical,High,1642,14390,0.114107019,No,19,Yes
Holly Fuentes,"61686 Rodriguez Station Suite 215,West Kenneth, MI 44609",Lopez-Bishop,Phone,Medium,251,1875,0.133866667,No,21,Yes
Peter Long,"7402 Berry Trail Apt. 601,Brendabury, NV 88988",Moore and Sons,Medical,High,1832,14390,0.127310632,No,22,Yes
Keith Tucker,"00111 Nicholas Grove,South Connieside, CA 47606","Stewart, Barnes and Smith",Other,Very low,41,399,0.102756892,No,24,Yes
Chris Tyler,"962 Katherine Estate,East Kathleenmouth, ME 93947",Ortiz-Russell,Medical,High,1870,14390,0.129951355,No,18,Yes
Anne Nichols,"3706 Fritz Green,Saraborough, MT 51807","Pena, Lewis and Hall",Medical,High,2045,14390,0.142112578,No,20,Yes
Mrs. Jennifer Duran,"64207 Ashley Glens,West Melissamouth, HI 43950",Romero-Arnold,Travel,Low,575,4794,0.119941594,No,21,Yes
Michelle Sanders,"2627 Martinez Port,Nunezview, NC 97018","Aguilar, Kelly and Moore",Medical,High,1473,14390,0.102362752,No,28,No
Tammie Nichols,"1211 Monique Glens,New Laurentown, VA 03152",Mcdonald Inc,Medical,High,1938,14390,0.134676859,No,27,No
Melissa Robinson,"945 Whitehead Gardens Suite 003,Tateport, SD 43624",Johns-Patel,Medical,High,2097,14390,0.145726199,No,18,Yes
Andrew Warren,"2372 Johnson Avenue Apt. 425,East Shelleystad, MO 70502",Whitehead-Schwartz,Travel,Low,313,4794,0.065289946,No,21,Yes
Kimberly Myers,"58362 Michele Island Apt. 295,New Samantha, AK 48577","Barnett, Espinoza and Cox",Medical,High,1543,14390,0.107227241,No,25,No
Larry Lewis,"4237 Shawn Streets Suite 472,Briannashire, IA 57572","Booker, White and Alvarez",Phone,Medium,218,1875,0.116266667,No,28,No
Matthew Jackson,"986 Autumn Skyway,South Andrew, IL 30650","Benson, Ball and Mcbride",Phone,Medium,204,1875,0.1088,No,22,Yes
Paul Nguyen,"276 James Point Apt. 299,Port Vanessa, MD 30102",Anderson-Hamilton,Medical,High,1320,14390,0.091730368,No,28,No
Thomas Klein,"1713 Mark Springs Apt. 814,Lake John, NJ 88080","Strickland, Davis and Smith",Medical,High,2283,14390,0.158651842,No,27,No
Kimberly Allen,"7198 Lewis Street Apt. 518,Martinezview, TN 07172",Conway-Byrd,Travel,Low,301,4794,0.062786817,No,27,No
Lucas Davis,"731 Lambert Court Apt. 455,Parkerhaven, IL 91249",Brown and Sons,Other,Very low,71,399,0.177944862,No,23,Yes
Heather Sullivan,"088 Cathy Well,Kingfort, OR 45353","Norton, Vasquez and Knox",Medical,High,1762,14390,0.122446143,No,25,No
Nicholas Sanford,"Unit 4001 Box 3421,DPO AE 45071","Griffith, Hernandez and Park",Medical,High,1508,14390,0.104794997,No,22,Yes
Clarence Anderson,"0743 Campbell Club Apt. 569,Patrickville, GA 33501",Patrick Group,Medical,High,1536,14390,0.106740792,No,20,Yes
Sarah Kennedy,"9379 Weber Plains,North Michelle, MA 18845",Haas-White,Medical,High,1918,14390,0.133287005,No,25,No
Gregory Villa,"2713 Brown Roads,Lake Tanya, AK 16076",Campbell Ltd,Phone,Medium,243,1875,0.1296,No,22,Yes
Victoria Elliott,"812 Taylor Extension,Autumnborough, IN 29827",Thomas-Reynolds,Medical,High,2003,14390,0.139193885,No,25,No
Ann Anderson,"1383 Brady Haven Apt. 048,East Johnfurt, KY 46886",Munoz-Frost,Phone,Medium,217,1875,0.115733333,No,26,No
Lisa Smith,"426 David Ramp Suite 288,East Nathanborough, KY 00770",Garcia-Hunter,Medical,High,2078,14390,0.144405837,No,19,Yes
Robert Miller,"3032 Jeffrey Center Apt. 590,Coxfort, SC 48615","Sanders, Young and Anderson",Medical,High,2169,14390,0.150729673,No,19,Yes
Mr. Jordan Decker,"7199 Angela Valley,North Vickieport, ME 79585",Kelly-Campbell,Medical,High,1831,14390,0.12724114,No,23,Yes
Laura Cooper,"913 Matthew Ports,Leeville, OR 21292",Peters and Sons,Other,Very low,2,399,0.005012531,Yes,27,No
Bryan Hunter,"0907 Wells Fields,West Theresaborough, MA 33882",Chen-Collier,Phone,Medium,232,1875,0.123733333,No,21,Yes
Jill Hamilton,"13574 Clark Circle,North Monicafort, CT 45303","Hernandez, Cruz and Larsen",Phone,Medium,218,1875,0.116266667,No,20,Yes
Maxwell Garcia,"9052 Donna Mills Apt. 061,Christophershire, SC 92182",Cohen Group,Medical,High,1385,14390,0.096247394,No,18,Yes
James Griffin,"05460 David Island,Wrightland, PA 00651","Gonzales, May and Oliver",Medical,High,2125,14390,0.147671994,No,26,No
Jimmy Mcconnell,"92451 Jessica Passage Suite 348,New Daniel, LA 78518",Miller-Mitchell,Travel,Low,718,4794,0.149770547,No,22,Yes
Cathy Raymond,"18778 Rick Summit,Vargasberg, MI 64910",Mendoza-Reeves,Other,Very low,83,399,0.20802005,No,18,Yes
Matthew Ferguson,"1681 Sharon Islands,Georgeview, CO 59350",Ortiz and Sons,Medical,High,2137,14390,0.148505907,No,27,No
Tiffany Collier MD,"41259 Katherine Street Suite 558,Lawrenceview, KY 89311",Moore-Schroeder,Medical,High,2021,14390,0.140444753,No,19,Yes
Tyler Cummings,"698 Jacobs Oval,Harringtonshire, OH 53242","Miller, Andrews and Thompson",Phone,Medium,249,1875,0.1328,No,22,Yes
Michael Kim,"027 Sean Camp,Port Joseph, CO 35674","Bailey, Patel and Deleon",Phone,Medium,210,1875,0.112,No,23,Yes
John Key,"435 Johnson Junction Apt. 979,Morenoberg, IL 09020",Chandler-Smith,Other,Very low,68,399,0.170426065,No,22,Yes
Hannah Proctor,"593 David Via Apt. 351,Wardville, CT 86754",Saunders and Sons,Medical,High,1474,14390,0.102432245,No,20,Yes
Michelle Gallagher,"67708 Larson Street,Larsonfort, SD 20635",Ortega-Reyes,Other,Very low,17,399,0.042606516,Yes,23,Yes
Clifford Ramirez,"009 Long Vista,Kingside, MN 27568",Dunn Inc,Medical,High,1855,14390,0.128908965,No,20,Yes
Julie Howard,"179 Williams Cliffs,West Jasonhaven, IA 46413",Zamora-Scott,Phone,Medium,261,1875,0.1392,No,26,No
Jason Kerr,"USNV Mcintyre,FPO AE 95174",Rodriguez-Washington,Other,Very low,8,399,0.020050125,Yes,23,Yes
Dennis Murphy,"618 Kristina Parks,East Aimeemouth, ID 01053",Woodard Ltd,Medical,High,2066,14390,0.143571925,No,18,Yes
Charles Crawford,"PSC 1086, Box 2135,APO AP 27334",Delacruz-Graves,Other,Very low,10,399,0.025062657,Yes,27,No
Patricia Morgan,"4743 Alicia Coves,Mannburgh, WY 54264",Williams-Mccullough,Medical,High,1654,14390,0.114940931,No,23,Yes
Kim Avila,"9202 Daniel Fields,Matthewtown, KY 36194",Stevenson Inc,Medical,High,1446,14390,0.100486449,No,20,Yes
Allen Butler,"1432 Simpson Brook Apt. 153,Port Patrickfort, MO 91971",Welch PLC,Phone,Medium,200,1875,0.106666667,No,22,Yes
Johnny Williams,"116 Suzanne Haven Apt. 202,Kristenland, ND 93389",Murray-Gordon,Other,Very low,25,399,0.062656642,No,25,No
Sara West,"843 Carla Cove Suite 288,Port Louis, OH 72052",Harrington-Montgomery,Other,Very low,38,399,0.095238095,No,19,Yes
Michael Waters,"36269 Corey Stream Suite 523,Brandonview, NC 74241",Brown PLC,Medical,High,1424,14390,0.098957609,No,27,No
Phillip Payne,"569 John Spurs,Huntburgh, OR 13762",Johnson-Meyer,Phone,Medium,205,1875,0.109333333,No,25,No
Courtney Cantu,"3565 Mann Hills,Lake Lindsey, IL 34011",Carter-Burton,Travel,Low,616,4794,0.128493951,No,27,No
Juan Smith,"84400 Dixon Squares,North Emilyberg, FL 46157",Mccormick-Smith,Travel,Low,443,4794,0.092407176,No,20,Yes
William Bell,"291 Lopez Parks,Sharpfort, KY 05313",Sellers-Sanchez,Medical,High,1833,14390,0.127380125,No,24,Yes
Mitchell Wallace DDS,"824 Morris Locks Apt. 130,Martinside, NY 33259",Hayes-Cruz,Medical,High,1667,14390,0.115844336,No,24,Yes
Christine Gonzalez,"8371 Stephanie Mountain,Port Nathanstad, ID 22598",Andersen PLC,Phone,Medium,260,1875,0.138666667,No,27,No
Katrina Turner,"PSC 3755, Box 5126,APO AA 66602",Mays Inc,Travel,Low,418,4794,0.087192324,No,25,No
Melissa Friedman,"Unit 0007 Box 5234,DPO AA 69193",Taylor LLC,Other,Very low,32,399,0.080200501,No,26,No
Allison Gregory,"95817 Curry Field Apt. 249,Danielmouth, AK 61233","Maldonado, Sawyer and Todd",Medical,High,1658,14390,0.115218902,No,25,No
Monica Day,"099 Bolton Underpass,East Nicholasburgh, IA 91354","Miranda, Mata and Flores",Phone,Medium,208,1875,0.110933333,No,28,No
Alice Anderson,"8229 Higgins Parkway,Antonioborough, NC 09917",Stewart-Hicks,Phone,Medium,215,1875,0.114666667,No,23,Yes
